canonical_id,canonical_leader,brand,name,package,promotion,agent_verified
23,Pack La Estación Queque 1.37 Kg Dos Pinos Té Blanco Cero 2.5 L,La Estación,Pack Queque + Té Blanco Cero Dos Pinos,1.37 kg + 2.5 l,1.0,1
24,Numar Margarina 500 G,Numar,Margarina,caja 500 g,0.0,1
25,Dos Pinos Leche Descremada En Polvo 400 G,Dos Pinos,Leche Descremada En Polvo,bolsa 400 g,0.0,1
26,Dos Pinos Pinito Leche En Polvo 400 G,Dos Pinos,Leche En Polvo Pinito,bolsa 400 g,0.0,1
27,Dos Pinos Leche Delactomy En Polvo 400 G,Dos Pinos,Leche Delactomy En Polvo,bolsa 400 g,0.0,1
28,Pampers Pañales Baby Dry Talla 2 112 Unids,Pampers,Pañales Baby Dry Talla 2,caja 112 unids,0.0,1
29,Dos Pinos Yogurt Deligurt Fresa 750 Ml,Dos Pinos,Yogurt Deligurt Fresa,botella 750 ml,0.0,1
30,Pampers Pañales Baby Dry Talla 5 78 Unids,Pampers,Pañales Baby Dry Talla 5,caja 78 unids,1.0,1
31,Coronado Yogurt Líquido Fresa 2 Unids X 1.8 L C/U,Coronado,Yogurt Líquido Fresa,2 unids x 1.8 l c/u,1.0,1
32,Gallito Consentite Con Amor Chocolate Surtida 330 G,Gallito,Consentite Con Amor Chocolate Surtida,caja 330 g,1.0,1
33,Roland Leche De Coco 414 Ml,Roland,Leche De Coco,lata 414 ml,0.0,1
34,Monteverde Queso Light 250 G,Monteverde,Queso Light,empaque 250 g,0.0,1
35,Gallito Chocolate Guayabita 2 Unids,Gallito,Chocolate Guayabita,bolsa 2 unids,1.0,1
36,Gallito Chocolate Guayabita 2 Unids X 35 G C/U,Gallito,Chocolate Guayabita,2 unids x 35 g c/u,0.0,1
37,Dos Pinos Jugo De Naranja 100% 3 Unids X 1 L C/U,Dos Pinos,Jugo De Naranja 100%,3 unids x 1 l c/u,0.0,1
38,Gallito Chocolate Corazones 100 G,Gallito,Chocolate Corazones,bolsa 100 g,1.0,1
39,Numar Margarina Suave 250 G,Numar,Margarina Suave,pote 250 g,0.0,1
40,Zarcero Natilla Con Sal 2 Unids X 750 G C/U,Zarcero,Natilla Con Sal,2 unids x 750 g c/u,1.0,1
41,Gallito Tabletas Chocolate Variado 3 Unids X 35 G C/U,Gallito,Tabletas Chocolate Variado,3 unids x 35 g c/u,1.0,1
42,Rumba Patacones 250 G,Rumba,Patacones,bolsa 250 g,0.0,1
43,Coronado Leche Saborizada Choco Banano 4 Unids X 180 Ml C/U,Coronado,Leche Saborizada Choco Banano,4 unids x 180 ml c/u,1.0,1
44,Coronado Leche Saborizada Fresa 4 Unids X 180 Ml C/U,Coronado,Leche Saborizada Fresa,4 unids x 180 ml c/u,1.0,1
45,Coronado Leche Saborizada Galleta María 4 Unids X 180 Ml C/U,Coronado,Leche Saborizada Galleta María,4 unids x 180 ml c/u,1.0,1
46,Seed Avena Integral 300 G,Seed,Avena Integral,bolsa 300 g,0.0,1
47,Snickers Chocolate 52 G,Snickers,Chocolate,barra 52 g,0.0,1
48,Fanta Refresco Sabor Naranja 2.5 L,Fanta,Refresco Sabor Naranja,botella 2.5 l,0.0,1
49,Twix Chocolate 51 G,Twix,Chocolate,barra 51 g,0.0,1
50,Johnsonville Salchicha Ahumada 396 G,Johnsonville,Salchicha Ahumada,empaque 396 g,0.0,1
51,Tropical Limonada Coco 500 Ml,Tropical,Limonada Coco,botella 500 ml,0.0,1
52,Tropical Limonada Coco 2.5 L,Tropical,Limonada Coco,botella 2.5 l,0.0,1
53,Tropical Limonada Hierbabuena 500 Ml,Tropical,Limonada Hierbabuena,botella 500 ml,0.0,1
54,Dos Pinos Crema Dulce 250 Ml,Dos Pinos,Crema Dulce,caja 250 ml,0.0,1
55,Tropical Limonadada Hierbabuena 2.5 L,Tropical,Limonada Hierbabuena,botella 2.5 l,0.0,1
56,Tropical Limonada Fresandía 500 Ml,Tropical,Limonada Fresandía,botella 500 ml,0.0,1
57,Tropical Limonada Fresandía 2.5 L,Tropical,Limonada Fresandía,botella 2.5 l,0.0,1
58,Dos Pinos Helado Krunchy 4 Unids,Dos Pinos,Helado Krunchy,4 unids,0.0,1
59,Dos Pinos Paleta Choco Snack 4 Unids X 60 G C/U,Dos Pinos,Paleta Choco Snack,4 unids x 60 g c/u,0.0,1
60,Dos Pinos Mantequilla 115 G,Dos Pinos,Mantequilla,barra 115 g,0.0,1
61,Dos Pinos Helado Caramelo Deleite 565 G,Dos Pinos,Helado Caramelo Deleite,pote 565 g,0.0,1
62,Kimby Salchicha Ahumada 250 G,Kimby,Salchicha Ahumada,empaque 250 g,0.0,1
63,San Rafael Chorizo Con Cebolla Y Hongos 600 G,San Rafael,Chorizo Con Cebolla Y Hongos,empaque 600 g,0.0,1
64,Kimby Tocineta 300 G,Kimby,Tocineta,empaque 300 g,0.0,1
65,Dos Pinos Queso Procesado Americano 128 G,Dos Pinos,Queso Procesado Americano,,0.0,1
66,Coronado Leche Entera 3.5% 6 Unids X 1 L C/U,Coronado,Leche Entera 3.5%,6 unids x 1 l c/u,0.0,1
67,Coronado Leche Descremada 0% 6 Unids X 1 L C/U,Coronado,Leche Descremada 0%,6 unids x 1 l c/u,0.0,1
68,Coronado Leche Semidescremada 2% 6 Unids X 1 L C/U,Coronado,Leche Semidescremada 2%,6 unids x 1 l c/u,0.0,1
69,Coronado Leche Semidescremada Sin Lactosa 2% 6 Unids X 1 L C/U,Coronado,Leche Semidescremada Sin Lactosa 2%,6 unids x 1 l c/u,0.0,1
70,Dos Pinos Néctar Light Surtido 6 Unids X 200 Ml C/U,Dos Pinos,Néctar Light Surtido,6 unids x 200 ml c/u,1.0,1
71,Coronado Néctar Surtido 6 Unids X 180 Ml C/U,Coronado,Néctar Surtido,6 unids x 180 ml c/u,0.0,1
72,Queques A Elegir 3 Unids,,Queques A Elegir,3 unids,1.0,1
73,Dos Pinos Queso Crema Delactomy 210 G,Dos Pinos,Queso Crema Delactomy,pote 210 g,0.0,1
74,Dos Pinos Dip Sabor Jamón Serrano 210 G,Dos Pinos,Dip Sabor Jamón Serrano,pote 210 g,0.0,1
75,San Rafael Chorizo De Cerdo Con Chile Chipotle 600 G,San Rafael,Chorizo De Cerdo Con Chile Chipotle,empaque 600 g,0.0,1
76,Kimby Salchichón Criollo 500 G,Kimby,Salchichón Criollo,500 g,0.0,1
77,Dos Pinos Queso Pizzero 225 G,Dos Pinos,Queso Pizzero,bolsa 225 g,0.0,1
78,Dos Pinos Queso Turrialba 500 G,Dos Pinos,Queso Turrialba,empaque 500 g,0.0,1
79,Dos Pinos Queso Crema 210 G,Dos Pinos,Queso Crema,pote 210 g,0.0,1
80,El Pozo Chorizo Nobleza 100 G,El Pozo,Chorizo Nobleza,empaque 100 g,0.0,1
81,Dos Pinos Queso Crema Light 210 G,Dos Pinos,Queso Crema Light,pote 210 g,0.0,1
82,Dos Pinos Leche Condensada Pinito 397 G,Dos Pinos,Leche Condensada Pinito,lata 397 g,0.0,1
83,Tutto Chocolate Oscuro 20 G,Tutto,Chocolate Oscuro,barra 20 g,0.0,1
84,Dos Pinos Dip De Cebolla Francesa 230 G,Dos Pinos,Dip De Cebolla Francesa,pote 230 g,0.0,1
85,Kern'S Jugo Tomate Chile 157 Ml,Kern'S,Jugo Tomate Chile,lata 157 ml,0.0,1
86,Dos Pinos Natilla La Granja 400 G,Dos Pinos,Natilla La Granja,doypack 400 g,0.0,1
87,Dos Pinos Leche Descremada Deslactosada 1 L,Dos Pinos,Leche Descremada Deslactosada,cartón 1 l,0.0,1
88,Dos Pinos Natilla Con Sal La Granja 300 G,Dos Pinos,Natilla Con Sal La Granja,bolsa 300 g,0.0,1
89,Tosty Papiolas Queso 75 G,Tosty,Papiolas Queso,bolsa 75 g,0.0,1
90,Dos Pinos Jugo De Naranja 1 L,Dos Pinos,Jugo De Naranja 100%,cartón 1 l,0.0,1
91,Del Prado Queso Fresco 500 G,Del Prado,Queso Fresco,empaque 500 g,0.0,1
92,Dos Pinos Jugo De Naranja 100 % 1.8 L,Dos Pinos,Jugo De Naranja 100%,botella 1.8 l,0.0,1
93,Ideal Leche Evaporada 315 Ml,Ideal,Leche Evaporada,lata 315 ml,0.0,1
94,Dos Pinos Jugo De Naranja 1.8 L,Dos Pinos,Jugo De Naranja,cartón 1.8 l,0.0,1
95,Okf Bebida Aloe Natural 500 Ml,Okf,Bebida Aloe Natural,botella 500 ml,0.0,1
96,Castillo Del Roble Chorizo Cheddar Jalapeño 600 G,Castillo Del Roble,Chorizo Cheddar Jalapeño,empaque 600 g,0.0,1
97,Dos Pinos Helado Fresa/Vainilla/Limón 499 Ml,Dos Pinos,Helado Fresa/Vainilla/Limón,pote 499 ml,0.0,1
98,Dos Pinos Helado Vainilla Con Chips Chocolate 499 Ml,Dos Pinos,Helado Vainilla Con Chips Chocolate,pote 499 ml,0.0,1
99,Zarcero Queso 1 Unid,Zarcero,Queso,1 unid,0.0,1
100,Silla Saltarina Estacionaria Azul 1 Unid,,Silla Saltarina Estacionaria Azul,1 unid,0.0,1
101,Atacand 16 Mg 14 Tabletas,Atacand,Candesartán Cilexetilo 16 Mg,14 tabletas,0.0,1
102,Atacand 8 Mg 14 Tabletas,Atacand,Candesartán Cilexetilo 16 Mg,14 tabletas,0.0,1
103,Atacand Plus 16 Mg/12.5 Mg 14 Tabletas,Atacand,Candesartán Cilexetilo 16 Mg/12.5 Mg,14 tabletas,0.0,1
104,Atacand Plus 32 Mg/12.5 Mg 14 Tabletas,Atacand,Candesartán Cilexetilo 32 Mg/12.5 Mg,14 tabletas,0.0,1
105,Atacand Plus 32 Mg/25 Mg 14 Tabletas,Atacand,Candesartán Cilexetilo 32 Mg/25 Mg,14 tabletas,0.0,1
106,Dos Pinos Bebida De Aloe 500 Ml,Dos Pinos,Bebida De Aloe,botella 500 ml,0.0,1
107,Dos Pinos Bebida Iced Capuccino Britt 250 Ml,Dos Pinos,Bebida Iced Capuccino Britt,cartón 250 ml,0.0,1
108,Dos Pinos Bebida Iced Mocca Britt 250 Ml,Dos Pinos,Bebida Iced Mocca Britt,cartón 250 ml,0.0,1
109,Dos Pinos Bebida Iced Vainilla Britt 250 Ml,Dos Pinos,Bebida Iced Vainilla Britt,cartón 250 ml,0.0,1
110,C. El Gallito,,C. El Gallito,,0.0,1
111,El Gallito Refresco Natural 1 Unid,El Gallito,Refresco Natural,1 unid,0.0,1
112,Nescafé Capuchino 355 Ml,Nescafé,Capuchino,vaso 355 ml,0.0,1
113,Nescafé Latte Vainilla 355 Ml,Nescafé,Latte Vainilla,vaso 355 ml,0.0,1
114,Café Olé Cappuccino Irlandés 281 Ml,Café Olé,Cappuccino Irlandés,botella 281 ml,0.0,1
115,Café Olé Cappuccino Clásico Light 281 Ml,Café Olé,Cappuccino Clásico Light,botella 281 ml,0.0,1
116,Café Olé Cappuccino Vainilla 281 Ml,Café Olé,Cappuccino Vainilla,botella 281 ml,0.0,1
117,Nescafé Chocolate Caliente 355 Ml,Nescafé,Chocolate Caliente,vaso 355 ml,0.0,1
118,Gallito Corazones Chocolate Con Almendra 100 G,Gallito,Corazones Chocolate Con Almendra,bolsa 100 g,0.0,1
119,Gallito Corazones Chocolate 100 G,Gallito,Corazones Chocolate,bolsa 100 g,0.0,1
120,Gallito Chocolate Surtido 330 G,Gallito,Chocolate Surtido,caja 330 g,0.0,1
121,Gallito Consentite Con Amor Surtida 330 G,Gallito,Consentite Con Amor Surtida,caja 330 g,0.0,1
122,Gallito Chocolate Crunch Jockey 180 G,Gallito,Chocolate Crunch Jockey,barra 180 g,0.0,1
123,Gallito Chocolate Classic Jockey 180 G,Gallito,Chocolate Classic Jockey,barra 180 g,0.0,1
124,Gallito Chocolate Relleno De Menta Milán 192 G,Gallito,Chocolate Relleno De Menta Milán,bolsa 192 g,0.0,1
125,Gallito Chocolate De Leche 138 G,Gallito,Chocolate De Leche,barra 138 g,0.0,1
126,Gallito Chocolate Guayabita 35 G,Gallito,Chocolate Guayabita,barra 35 g,0.0,1
127,Gallito Chocolate Tapita 102 G,Gallito,Chocolate Tapita,bolsa 102 g,0.0,1
128,Gallito Chocolate Selva Negra Tapita 144 G,Gallito,Chocolate Selva Negra Tapita,bolsa 144 g,0.0,1
129,Gallito Chocolate Tiramisú Tapita 144 G,Gallito,Chocolate Tiramisú Tapita,bolsa 144 g,0.0,1
130,Gallito Chocolate Guayabita 117 G,Gallito,Chocolate Guayabita,bolsa 117 g,0.0,1
131,Gallito Chocolate Milán 112.8 G,Gallito,Chocolate Milán,bolsa 112.8 g,0.0,1
132,Gallito Chocolate Milán Menta 35 G,Gallito,Chocolate Milán Menta,barra 35 g,0.0,1
133,Gallito Chocolate Milán Menta 192 G,Gallito,Chocolate Milán Menta,bolsa 192 g,0.0,1
134,Gallito Chocolate Morenito 200 G,Gallito,Chocolate Morenito,barra 200 g,0.0,1
135,Gallito Cookies & Cream Jockey 45 G,Gallito,Cookies & Cream Jockey,barra 45 g,0.0,1
136,Gallito Chocolate Crunch Jockey 45 G,Gallito,Chocolate Crunch Jockey,barra 45 g,0.0,1
137,Gallito Chocolate Classic Jockey 45 G,Gallito,Chocolate Classic Jockey,barra 45 g,0.0,1
138,Gallito Chocolate Pinito 35 G,Gallito,Chocolate Pinito,barra 35 g,0.0,1
139,Choripan Break 1 Unid,,Choripan Break,1 unid,0.0,1
140,Gallito Confite Morenito 210 G,Gallito,Confite Morenito,bolsa 210 g,0.0,1
141,Gallito Confite Milán Menta 210 G,Gallito,Confite Milán Menta,bolsa 210 g,0.0,1
142,La Estación Copa 1 Unid,La Estación,Copa,1 unid,0.0,1
143,La Estación Copa Protena 1 Unid,La Estación,Copa Protena,1 unid,0.0,1
144,Pack Casas Patronales Vino Tinto Merlot 750 Ml Gallito Chocolate Tapita 102 G,Casas Patronales,Pack Vino Tinto Merlot + Chocolate Tapita Gallito 102 G,botella 750 ml + 102 g,1.0,1
145,Crestor 10 Mg 30 Tabletas,Crestor,Rosuvastatina 10 Mg,30 tabletas,0.0,1
146,Crestor 20 Mg 30 Tabletas,Crestor,Rosuvastatina 20 Mg,30 tabletas,0.0,1
147,Crestor 40 Mg 30 Tabletas,Crestor,Rosuvastatina 40 Mg,30 tabletas,0.0,1
148,Dos Pinos Deligurt Arándano 750 Ml,Dos Pinos,Deligurt Arándano,botella 750 ml,0.0,1
149,Dos Pinos Deligurt In Line Arándanos 200 Ml,Dos Pinos,Deligurt In Line Arándanos,botella 200 ml,0.0,1
150,Dos Pinos Deligurt In Line De Fresa 125 G,Dos Pinos,Deligurt In Line De Fresa,pote 125 g,0.0,1
151,Dos Pinos Deligurt In Line Fresa 750 Ml,Dos Pinos,Deligurt In Line Fresa,botella 750 ml,0.0,1
152,Dos Pinos Deligurt Frutas 750 Ml,Dos Pinos,Deligurt Frutas,botella 750 ml,0.0,1
153,Dos Pinos Deligurt Topping Coco 150 G,Dos Pinos,Deligurt Topping Coco,pote 150 g,0.0,1
154,Dos Pinos Deligurt Topping Con Coco 150 G,Dos Pinos,Deligurt Topping Con Coco,pote 150 g,0.0,1
155,Dos Pinos Dip Sabor Chipotle 210 G,Dos Pinos,Dip Sabor Chipotle,pote 210 g,0.0,1
156,Dos Pinos Dip Cebolla Francesa 230 G,Dos Pinos,Dip Cebolla Francesa,pote 230 g,0.0,1
157,Dos Pinos Dip Jamónn Serrano 210 G,Dos Pinos,Dip Jamónn Serrano,pote 210 g,0.0,1
158,Dos Pinos Dip Salmón Ahumado 210 G,Dos Pinos,Dip Salmón Ahumado,pote 210 g,0.0,1
159,Dislep 25 1 Comprimido,Dislep,Dislep 25,1 comprimido,0.0,1
160,Pack Dos Pinos Queso 300 G Leche Protena 1 L  Helados Coco 252 G +Proteína,Dos Pinos,Pack Queso + Leche + Helados Coco +Proteína,300 g + 1 l + 252 g,0.0,1
161,Dos Pinos Bebida Aloe Light 500 Ml,Dos Pinos,Bebida Aloe Light,botella 500 ml,0.0,1
162,Dos Pinos Café Iced Capuccino Britt 250 Ml,Dos Pinos,Café Iced Capuccino Britt,cartón 250 ml,0.0,1
163,Dos Pinos Café Iced Mocha Britt 250 Ml,Dos Pinos,Café Iced Mocha Britt,cartón 250 ml,0.0,1
164,Dos Pinos Café Iced Vainilla Britt 250 Ml,Dos Pinos,Café Iced Vainilla Britt,cartón 250 ml,0.0,1
165,Dos Pinos Paleta Cero Grados 75 G,Dos Pinos,Paleta Cero Grados,75 g,0.0,1
166,Dos Pinos Helado Fresa/Vainilla/Limón 499 G,Dos Pinos,Helado Fresa/Vainilla/Limón,pote 499 g,0.0,1
167,Dos Pinos Paleta Chocoleta 75 G,Dos Pinos,Paleta Chocoleta,75 g,0.0,1
168,Dos Pinos Paleta Cremoleta 75 G,Dos Pinos,Paleta Cremoleta,75 g,0.0,1
169,Dos Pinos Deligurt Batido Fresa 125 G,Dos Pinos,Deligurt Batido Fresa,pote 125 g,0.0,1
170,Dos Pinos Deligurt Fresa 200 Ml,Dos Pinos,Deligurt Fresa,botella 200 ml,0.0,1
171,Dos Pinos Deligurt Frutas 200 Ml,Dos Pinos,Deligurt Frutas,botella 200 ml,0.0,1
172,Dos Pinos Deligurt Con Frutas 200 Ml,Dos Pinos,Deligurt Frutas,botella 200 ml,0.0,1
173,Dos Pinos Topping Sabor Vainilla Tapita 150 G,Dos Pinos,Topping Sabor Vainilla Tapita,pote 150 g,0.0,1
174,Dos Pinos Más Té Blanco Sabor Arándano 3 L,Dos Pinos,Más Té Blanco Sabor Arándano,botella 3 l,0.0,1
175,Dos Pinos Más Té Sabor Melocotón 3 L,Dos Pinos,Más Té Sabor Melocotón,botella 3 l,0.0,1
176,Dos Pinos Fresco Leche Sabor Chocolate 236 Ml,Dos Pinos,Fresco Leche Sabor Chocolate,cartón 236 ml,0.0,1
177,Dos Pinos Fresco Leche Fresa Sabor Fresa 236 Ml,Dos Pinos,Fresco Leche Fresa Sabor Fresa,cartón 236 ml,0.0,1
178,Dos Pinos Fresco Leche Sabor Fresa 1 L,Dos Pinos,Fresco Leche Fresa Sabor Fresa,cartón 1 l,0.0,1
179,Dos Pinos Fresco Leche Milán Menta 250 Ml,Dos Pinos,Fresco Leche Milán Menta,cartón 250 ml,0.0,1
180,Dos Pinos Fresco Leche Sabor Vainilla 236 Ml,Dos Pinos,Fresco Leche Sabor Vainilla,cartón 236 ml,0.0,1
181,Dos Pinos Fresco Leche Sabor Vainilla 1 L,Dos Pinos,Fresco Leche Sabor Vainilla,cartón 1 l,0.0,1
182,Gallito Tiramisú Tapita 144 G,Gallito,Tiramisú Tapita,bolsa 144 g,0.0,1
183,Dos Pinos Helado Guayabita 540 G,Dos Pinos,Helado Guayabita,pote 540 g,0.0,1
184,Dos Pinos Paleta Capricho 1 Unid,Dos Pinos,Paleta Capricho,1 unid,0.0,1
185,Dos Pinos Helado Coco 540 G,Dos Pinos,Helado Coco,pote 540 g,0.0,1
186,Dos Pinos Helado Krunchy 1 Unid,Dos Pinos,Helado Krunchy,1 unid,0.0,1
187,Dos Pinos Helado Sabor Avellana Deleite 200 G,Dos Pinos,Helado Sabor Avellana Deleite,caja 200 g,0.0,1
188,Dos Pinos Helado Galleta 540 G,Dos Pinos,Helado Galleta,pote 570 g,0.0,1
189,Dos Pinos Helado Krunchy 500 G,Dos Pinos,Helado Krunchy,pote 500 g,0.0,1
190,Dos Pinos Helado Mini Sandwich 570 G,Dos Pinos,Helado Mini Sandwich,pote 570 g,0.0,1
191,Dos Pinos Helado Mini Sandwich 1 Unid,Dos Pinos,Helado Mini Sandwich,1 unid,0.0,1
192,Dos Pinos Helado Mmmio 1 Unid,Dos Pinos,Helado Mmmio,1 unid,0.0,1
193,Dos Pinos Helado Morenito 540 G,Dos Pinos,Helado Morenito,pote 540 g,0.0,1
194,Dos Pinos Helado Napolitano 500 G,Dos Pinos,Helado Napolitano,pote 500 g,0.0,1
195,Dos Pinos Helado Super Cono 1 Unid,Dos Pinos,Helado Super Cono,1 unid,0.0,1
196,Dos Pinos Helado Trits 100 G,Dos Pinos,Helado Trits,pote 100 g,0.0,1
197,Dos Pinos Helado Naranja Holandesa Trits 100 G,Dos Pinos,Helado Naranja Holandesa Trits,pote 100 g,0.0,1
198,Dos Pinos Helado Veteado Chocolate Trits 540 G,Dos Pinos,Helado Veteado Chocolate Trits,pote 540 g,0.0,1
199,Dos Pinos Helado Veteado Chocolate 946 G,Dos Pinos,Helado Veteado Chocolate,pote 946 g,0.0,1
200,Dos Pinos Jugo De Naranja 12 L,Dos Pinos,Jugo De Naranja,cartón 12 l,0.0,1
201,Dos Pinos Jugo De Naranja 14 L,Dos Pinos,Jugo De Naranja,cartón 14 l,0.0,1
202,Dos Pinos Helado Krunchy 540 G,Dos Pinos,Helado Krunchy,pote 540 g,0.0,1
203,Dos Pinos Leche Deslactosada Delactomy 1 L,Dos Pinos,Leche Deslactosada Delactomy,cartón 1 l,0.0,1
204,Dos Pinos Leche Descremada In Line 1 L,Dos Pinos,Leche Descremada In Line,cartón 1 l,0.0,1
205,Dos Pinos Leche Semidescremada 1 L,Dos Pinos,Leche Semidescremada,cartón 1 l,0.0,1
206,Dos Pinos Leche Entera 3.5% 1 L,Dos Pinos,Leche Entera 3.5%,cartón 1 l,0.0,1
207,Dos Pinos Mini Sandwich Chocolate 48 G,Dos Pinos,Mini Sandwich Chocolate,caja 48 g,0.0,1
208,Dos Pinos Mini Sandwich Limón 48 G,Dos Pinos,Mini Sandwich Limón,caja 48 g,0.0,1
209,Dos Pinos Mini Sandwich Vainilla 48 G,Dos Pinos,Mini Sandwich Vainilla,caja 48 g,0.0,1
210,Dos Pinos Helado Mmmio 70 G,Dos Pinos,Helado Mmmio,empaque 70 g,0.0,1
211,La Granja Mortadela Criolla 375 G,La Granja,Mortadela Criolla,empaque 375 g,0.0,1
212,La Granja Mortadela Pollo 250 G,La Granja,Mortadela Pollo,empaque 250 g,0.0,1
213,Dos Pinos Paleta Choco Snack 1 Unid,Dos Pinos,Paleta Choco Snack,1 unid,0.0,1
214,Pack Dos Pinos 1 Paleta Choco Bigger Y Té Melocotón 500 Ml,Dos Pinos,Pack Paleta Choco Bigger + Té Melocotón 500,1 unid + botella 500 ml,0.0,1
215,Dos Pinos Paleta Choco Bigger 1 Unid,Dos Pinos,Paleta Choco Bigger,1 unid,0.0,1
216,Dos Pinos Paleta Chocoleta 1 Unid,Dos Pinos,Paleta Chocoleta,1 unid,0.0,1
217,Dos Pinos Paleta Cremoleta 1 Unid,Dos Pinos,Paleta Cremoleta,1 unid,0.0,1
218,Dos Pinos Paleta Cremoleta Limón 1 Unid,Dos Pinos,Paleta Cremoleta Limón,1 unid,0.0,1
219,Dos Pinos Paleta Helado Cero Grados 1 Unid,Dos Pinos,Paleta Helado Cero Grados,1 unid,0.0,1
220,Dos Pinos Paleta Parejita Chocolate 1 Unid,Dos Pinos,Paleta Parejita Chocolate,1 unid,0.0,1
221,Dos Pinos Rompope 1 L,Dos Pinos,Rompope,cartón 1 l,0.0,1
222,Dos Pinos Sundae Caramelo 130 G,Dos Pinos,Sundae Caramelo,vaso 130 g,0.0,1
223,Dos Pinos Sundae Churchill 140 G,Dos Pinos,Sundae Churchill,vaso 140 g,0.0,1
224,Dos Pinos Bebida De Té Azul 500 Ml,Dos Pinos,Bebida De Té Azul,botella 500 ml,0.0,1
225,Dos Pinos Té Blanco Frutal 500 Ml,Dos Pinos,Té Blanco Frutal,botella 500 ml,0.0,1
226,Dos Pinos Té Negro 500 Ml,Dos Pinos,Té Negro,botella 500 ml,0.0,1
227,Dos Pinos Té Reducción Arándano 500 Ml,Dos Pinos,Té Reducción Arándano,botella 500 ml,0.0,1
228,Dos Pinos Helado Trits 560 G,Dos Pinos,Helado Trits,pote 560 g,0.0,1
229,Dos Pinos Yogurt Sabor Guayabita 170 G,Dos Pinos,Yogurt Sabor Guayabita,pote 170 g,0.0,1
230,Dos Pinos Yogurt Natural Doble Topping 170 G,Dos Pinos,Yogurt Natural Doble Topping,pote 170 g,0.0,1
231,Forxiga 10 Mg 30 Comprimidos,Forxiga,Dapagliflozina 10 Mg,30 comprimidos,0.0,1
232,Dos Pinos Fresco Leche Sabor Chocolate 250 Ml,Dos Pinos,Fresco Leche Sabor Chocolate,cartón 250 ml,0.0,1
233,Dos Pinos Fresco Leche Sabor Fresa 250 Ml,Dos Pinos,Fresco Leche Sabor Fresa,cartón 250 ml,0.0,1
